@RELATION MNIST_038_database

@ATTRIBUTE mean NUMERIC
@ATTRIBUTE var NUMERIC
@ATTRIBUTE proy_0-3 NUMERIC
@ATTRIBUTE proy_8-3 NUMERIC
@ATTRIBUTE proy_0-8 NUMERIC
@ATTRIBUTE class {cero,tres,ocho}

@DATA
0.162,0.117,-15.547,-2.845,-12.702,tres
0.180,0.124,-6.790,-3.990,-2.800,tres
0.083,0.061,-9.210,3.408,-12.618,tres
0.160,0.112,-8.949,-7.676,-1.273,tres
0.194,0.129,0.132,-12.075,12.207,tres
0.173,0.122,-4.852,-9.394,4.542,tres
0.185,0.137,-17.911,-12.233,-5.678,tres
0.109,0.079,-13.294,-9.578,-3.716,tres
0.196,0.135,-16.228,-9.409,-6.819,tres
0.103,0.070,-2.232,-8.044,5.812,tres
0.178,0.126,-2.799,-2.626,-0.173,tres
0.143,0.103,8.432,7.878,0.554,tres
0.236,0.153,2.076,-12.316,14.392,tres
0.110,0.082,-10.444,-4.551,-5.893,tres
0.155,0.105,-3.678,-9.145,5.467,tres
0.132,0.093,-9.131,-7.755,-1.377,tres
0.224,0.149,-13.321,-10.594,-2.728,tres
0.190,0.130,-9.086,-4.028,-5.059,tres
0.187,0.127,-2.063,-8.509,6.446,tres
0.209,0.148,-2.971,-0.857,-2.113,tres
0.134,0.095,4.696,-2.063,6.759,tres
0.109,0.077,-0.071,-8.032,7.961,tres
0.206,0.139,-7.925,-6.782,-1.143,tres
0.150,0.101,-13.016,-7.154,-5.862,tres
0.207,0.140,-10.144,-6.970,-3.174,tres
0.211,0.144,-9.889,-11.821,1.931,tres
0.160,0.111,5.399,1.562,3.836,tres
0.102,0.074,-8.866,-9.817,0.950,tres
0.229,0.149,4.042,2.472,1.570,tres
0.160,0.121,-0.499,-8.315,7.816,tres
0.191,0.132,-7.373,-5.699,-1.674,tres
0.093,0.068,-13.920,-4.542,-9.378,tres
0.064,0.047,-7.761,-0.451,-7.310,tres
0.181,0.123,-2.977,-9.354,6.377,tres
0.214,0.145,-9.781,-5.118,-4.662,tres
0.152,0.106,-14.081,-5.583,-8.498,tres
0.155,0.106,2.826,-10.938,13.764,tres
0.142,0.097,-5.651,-8.452,2.801,tres
0.165,0.121,-6.588,-7.879,1.291,tres
0.121,0.090,-11.096,-0.251,-10.845,tres
0.153,0.107,-7.718,-6.215,-1.503,tres
0.209,0.140,-7.500,-7.449,-0.052,tres
0.187,0.131,-6.090,0.073,-6.164,tres
0.075,0.053,-11.281,-5.291,-5.990,tres
0.081,0.059,-4.776,-1.401,-3.375,tres
0.157,0.114,-10.422,-7.556,-2.866,tres
0.144,0.103,-4.229,3.723,-7.951,tres
0.121,0.086,-10.015,-7.641,-2.374,tres
0.132,0.095,-5.630,7.426,-13.056,tres
0.161,0.116,-2.657,4.341,-6.998,tres
0.128,0.095,-5.740,-1.428,-4.312,tres
0.167,0.126,-3.397,9.919,-13.316,tres
0.127,0.092,-9.117,-8.601,-0.516,tres
0.137,0.097,3.761,6.086,-2.326,tres
0.150,0.109,-13.323,-0.466,-12.857,tres
0.117,0.086,-11.490,0.986,-12.476,tres
0.139,0.101,-3.396,-2.002,-1.393,tres
0.151,0.107,-12.007,-12.206,0.198,tres
0.132,0.096,-6.997,-4.096,-2.902,tres
0.215,0.147,6.985,-2.466,9.451,tres
0.109,0.080,-6.451,-6.337,-0.114,tres
0.191,0.127,-3.475,-2.918,-0.557,tres
0.177,0.116,12.857,0.307,12.550,tres
0.083,0.058,-8.271,-8.874,0.603,tres
0.157,0.102,13.029,2.880,10.148,tres
0.132,0.092,-1.931,-3.984,2.053,tres
0.175,0.127,-10.284,0.043,-10.328,tres
0.144,0.099,-5.157,-5.077,-0.079,tres
0.143,0.099,-5.445,-5.439,-0.007,tres
0.149,0.105,-2.923,-3.286,0.363,tres
0.118,0.083,9.020,-3.650,12.670,tres
0.158,0.105,8.005,-0.905,8.910,tres
0.150,0.102,4.293,-2.976,7.269,tres
0.112,0.078,-14.193,-5.532,-8.661,tres
0.128,0.086,-3.634,-8.635,5.000,tres
0.097,0.071,-10.774,-8.924,-1.850,tres
0.165,0.114,8.102,-7.679,15.781,tres
0.140,0.089,1.410,-1.972,3.383,tres
0.155,0.111,-8.724,5.665,-14.389,tres
0.115,0.077,11.724,2.943,8.780,tres
0.106,0.078,-3.099,-9.243,6.144,tres
0.109,0.078,-6.008,-7.439,1.431,tres
0.183,0.126,8.468,-3.321,11.789,tres
0.125,0.086,-2.615,-3.846,1.231,tres
0.137,0.097,2.588,-5.013,7.601,tres
0.126,0.092,-1.840,-6.731,4.890,tres
0.071,0.052,-8.719,-5.304,-3.415,tres
0.116,0.086,-13.517,-2.378,-11.140,tres
0.121,0.089,-6.254,-10.256,4.002,tres
0.094,0.068,-12.338,-9.450,-2.888,tres
0.129,0.092,-7.344,-12.138,4.794,tres
0.131,0.094,-12.404,-0.299,-12.104,tres
0.126,0.087,-6.278,-2.751,-3.528,tres
0.088,0.065,-7.107,-9.817,2.709,tres
0.100,0.073,-12.279,-7.684,-4.595,tres
0.107,0.077,-5.048,-5.893,0.844,tres
0.103,0.075,-12.406,-8.271,-4.135,tres
0.156,0.111,-15.567,-2.560,-13.007,tres
0.087,0.063,-9.443,2.558,-12.000,tres
0.135,0.097,-1.689,-9.215,7.526,tres
0.131,0.093,-17.767,-7.874,-9.893,tres
0.117,0.073,1.786,-0.352,2.138,tres
0.085,0.061,-4.049,-3.619,-0.429,tres
0.128,0.096,-9.370,-6.583,-2.787,tres
0.122,0.084,3.709,-5.530,9.239,tres
0.146,0.101,-11.425,-0.838,-10.587,tres
0.151,0.108,-2.497,-2.749,0.251,tres
0.141,0.102,-9.849,-8.629,-1.220,tres
0.126,0.091,-9.934,-6.856,-3.078,tres
0.179,0.127,-12.864,-5.138,-7.726,tres
0.120,0.085,-14.216,-2.836,-11.380,tres
0.163,0.117,-5.516,-10.717,5.201,tres
0.175,0.122,4.038,-0.398,4.436,tres
0.113,0.082,-5.680,-1.768,-3.912,tres
0.138,0.098,-8.176,-6.411,-1.765,tres
0.148,0.103,2.963,9.682,-6.719,tres
0.097,0.069,-2.531,-5.285,2.755,tres
0.131,0.098,-10.657,2.828,-13.485,tres
0.135,0.098,-2.494,-7.049,4.554,tres
0.114,0.086,-10.728,-0.743,-9.985,tres
0.118,0.084,-12.166,-9.154,-3.013,tres
0.107,0.079,1.550,3.368,-1.818,tres
0.112,0.080,-1.427,-2.931,1.504,tres
0.132,0.097,-6.344,-4.967,-1.377,tres
0.127,0.092,0.763,-5.355,6.118,tres
0.109,0.081,-12.891,-8.532,-4.360,tres
0.148,0.106,-15.827,-2.035,-13.792,tres
0.193,0.135,-4.589,-4.346,-0.243,tres
0.142,0.102,-13.840,-11.496,-2.344,tres
0.095,0.064,-3.336,-6.786,3.450,tres
0.128,0.096,-12.767,-4.284,-8.483,tres
0.144,0.110,-14.691,-12.056,-2.634,tres
0.179,0.125,-9.150,-12.646,3.496,tres
0.132,0.101,-14.666,-6.693,-7.972,tres
0.127,0.094,-7.063,8.210,-15.273,tres
0.115,0.082,-1.087,-0.070,-1.017,tres
0.122,0.091,-10.547,1.300,-11.848,tres
0.051,0.032,-7.098,-3.746,-3.352,tres
0.122,0.091,-8.417,-7.122,-1.295,tres
0.121,0.089,-11.792,-8.953,-2.839,tres
0.127,0.090,-3.723,-5.633,1.910,tres
0.118,0.081,-11.614,-6.879,-4.735,tres
0.178,0.120,-6.996,-10.784,3.788,tres
0.119,0.089,-11.904,-2.988,-8.917,tres
0.125,0.093,-13.441,-5.824,-7.617,tres
0.130,0.094,-14.385,-4.488,-9.898,tres
0.128,0.094,-14.004,-6.154,-7.850,tres
0.113,0.085,-9.132,-6.363,-2.769,tres
0.112,0.082,-7.679,-5.018,-2.661,tres
0.118,0.088,-12.562,-7.856,-4.706,tres
0.120,0.089,-6.259,-10.053,3.794,tres
0.153,0.117,-7.949,-10.327,2.378,tres
0.112,0.082,-10.324,-2.230,-8.094,tres
0.132,0.096,1.962,-4.614,6.577,tres
0.126,0.094,-9.282,6.601,-15.883,tres
0.116,0.086,-5.625,-7.775,2.150,tres
0.156,0.113,-14.748,-4.800,-9.948,tres
0.148,0.110,-10.193,-7.063,-3.130,tres
0.156,0.111,0.217,-5.680,5.897,tres
0.163,0.114,-5.147,-10.666,5.519,tres
0.138,0.098,-8.250,-6.772,-1.478,tres
0.127,0.092,-8.029,-4.986,-3.043,tres
0.168,0.118,-13.719,-6.620,-7.099,tres
0.085,0.054,-3.583,-3.315,-0.268,tres
0.161,0.114,-7.071,-11.632,4.561,tres
0.133,0.094,-9.603,-10.099,0.496,tres
0.117,0.082,0.641,-5.202,5.843,tres
0.148,0.101,-2.060,-6.373,4.313,tres
0.137,0.098,-9.583,-13.336,3.753,tres
0.099,0.069,-9.798,-8.231,-1.567,tres
0.162,0.112,3.603,-8.472,12.075,tres
0.120,0.089,-12.897,-6.600,-6.297,tres
0.104,0.070,-5.327,-0.016,-5.311,tres
0.141,0.098,-4.798,-1.829,-2.969,tres
0.119,0.087,-6.455,-10.264,3.809,tres
0.129,0.093,-5.870,-8.932,3.062,tres
0.178,0.120,-7.381,-9.686,2.305,tres
0.174,0.115,0.641,-2.876,3.517,tres
0.166,0.117,-3.435,-6.455,3.020,tres
0.158,0.110,-3.215,-8.952,5.736,tres
0.189,0.129,17.779,-0.344,18.123,tres
0.111,0.080,-12.991,-8.401,-4.590,tres
0.141,0.099,-0.747,-8.945,8.198,tres
0.187,0.132,-13.767,-7.975,-5.792,tres
0.079,0.056,-10.263,-4.476,-5.787,tres
0.117,0.086,-11.185,-3.182,-8.002,tres
0.137,0.100,-11.876,-6.954,-4.923,tres
0.145,0.105,-3.063,-5.633,2.570,tres
0.091,0.062,-6.138,-5.848,-0.290,tres
0.198,0.135,-6.743,-4.701,-2.042,tres
0.144,0.101,-15.469,-9.314,-6.155,tres
0.041,0.028,-6.400,-0.348,-6.052,tres
0.083,0.060,-13.489,-3.484,-10.005,tres
0.172,0.122,-5.942,-6.902,0.959,tres
0.097,0.066,-8.374,-4.465,-3.909,tres
0.139,0.101,-13.205,-1.653,-11.552,tres
0.092,0.072,-7.616,-4.822,-2.793,tres
0.168,0.119,-13.521,-9.972,-3.549,tres
0.143,0.102,-0.448,-8.775,8.327,tres
0.114,0.084,-16.340,-6.160,-10.180,tres
0.138,0.103,-15.023,-7.652,-7.371,tres
0.094,0.068,-0.093,-2.882,2.789,tres
0.156,0.112,-1.667,-9.338,7.671,tres
0.164,0.111,-10.420,-3.324,-7.095,tres
0.158,0.114,-11.392,-10.420,-0.973,tres
0.074,0.053,-5.989,-2.000,-3.989,tres
0.141,0.099,-15.416,-0.779,-14.637,tres
0.144,0.103,-11.823,-6.810,-5.013,tres
0.083,0.060,-11.436,-5.284,-6.152,tres
0.140,0.100,-12.560,-10.801,-1.758,tres
0.150,0.107,-14.196,-8.716,-5.480,tres
0.079,0.057,-4.562,-0.188,-4.374,tres
0.200,0.140,-4.346,-7.821,3.475,tres
0.113,0.086,-8.827,0.713,-9.540,tres
0.114,0.084,-13.942,-4.405,-9.537,tres
0.110,0.082,-5.632,5.763,-11.395,tres
0.068,0.050,-9.541,-2.581,-6.960,tres
0.126,0.089,-4.655,-8.264,3.608,tres
0.125,0.088,-1.295,-3.626,2.330,tres
0.141,0.096,-6.028,-9.535,3.507,tres
0.113,0.077,-0.546,4.266,-4.812,tres
0.120,0.087,-11.098,-0.974,-10.125,tres
0.146,0.106,0.189,-9.029,9.218,tres
0.180,0.125,-11.185,-4.663,-6.523,tres
0.155,0.110,1.460,-5.398,6.859,tres
0.127,0.089,-3.927,-9.046,5.119,tres
0.144,0.102,3.152,-9.202,12.354,tres
0.197,0.133,-0.372,-11.374,11.002,tres
0.137,0.095,3.073,-2.699,5.772,tres
0.250,0.166,3.531,-0.384,3.915,tres
0.192,0.132,-6.782,-8.108,1.326,tres
0.159,0.116,-8.528,-7.426,-1.102,tres
0.253,0.164,-0.765,4.122,-4.888,tres
0.106,0.073,-6.863,-5.630,-1.233,tres
0.096,0.067,-5.275,-1.337,-3.939,tres
0.084,0.059,-5.024,-3.860,-1.164,tres
0.194,0.134,-0.252,0.807,-1.059,tres
0.145,0.100,-9.451,-10.555,1.103,tres
0.193,0.130,-0.457,-0.954,0.497,tres
0.106,0.075,-4.280,-6.254,1.974,tres
0.140,0.095,-3.010,-7.597,4.587,tres
0.117,0.084,-9.432,-1.464,-7.967,tres
0.215,0.144,-3.378,-10.609,7.230,tres
0.110,0.076,4.402,-2.333,6.735,tres
0.195,0.134,-10.753,-4.929,-5.823,tres
0.145,0.102,-8.044,-9.905,1.861,tres
0.242,0.159,-6.936,-3.165,-3.771,tres
0.220,0.145,-0.366,-0.732,0.366,tres
0.220,0.148,-1.271,5.987,-7.258,tres
0.124,0.090,-3.754,2.474,-6.229,tres
0.156,0.109,-12.268,-4.652,-7.615,tres
0.230,0.152,5.556,-3.565,9.120,tres
0.113,0.081,-8.758,-6.203,-2.555,tres
0.182,0.122,1.410,-8.857,10.267,tres
0.201,0.136,-3.240,-4.846,1.607,tres
0.262,0.170,1.660,4.274,-2.613,tres
0.208,0.142,-3.973,0.647,-4.619,tres
0.161,0.119,-13.946,-6.605,-7.341,tres
0.123,0.092,-8.304,-5.723,-2.581,tres
0.139,0.101,-12.893,-9.273,-3.620,tres
0.185,0.130,-5.365,-6.298,0.932,tres
0.158,0.116,-10.014,1.637,-11.651,tres
0.118,0.085,-8.351,-5.935,-2.416,tres
0.178,0.126,7.959,-4.765,12.724,tres
0.162,0.108,-17.467,-10.262,-7.204,tres
0.162,0.117,-0.114,7.330,-7.444,tres
0.111,0.079,-13.099,-3.235,-9.864,tres
0.143,0.103,-8.707,-2.230,-6.477,tres
0.213,0.148,-13.208,-5.507,-7.701,tres
0.185,0.134,-5.322,1.935,-7.257,tres
0.161,0.122,-0.510,-1.292,0.782,tres
0.179,0.129,-9.086,-0.271,-8.815,tres
0.147,0.108,-7.289,-2.267,-5.023,tres
0.135,0.101,-6.918,-2.486,-4.432,tres
0.062,0.042,-6.150,0.758,-6.908,tres
0.174,0.123,-2.903,-7.608,4.705,tres
0.174,0.123,-2.694,0.539,-3.233,tres
0.252,0.169,-9.661,-4.227,-5.434,tres
0.149,0.103,-8.790,-3.130,-5.660,tres
0.200,0.142,-8.293,-8.346,0.053,tres
0.185,0.132,-14.147,-9.377,-4.770,tres
0.093,0.065,-4.252,-8.751,4.500,tres
0.152,0.108,-13.267,-0.651,-12.616,tres
0.192,0.138,-6.964,-6.006,-0.958,tres
0.125,0.089,-14.065,-7.393,-6.671,tres
0.210,0.144,-10.031,-14.132,4.102,tres
0.107,0.077,-8.137,-11.457,3.320,tres
0.192,0.134,-13.289,-4.758,-8.531,tres
0.165,0.118,-15.339,-4.430,-10.909,tres
0.171,0.118,-11.474,-8.730,-2.744,tres
0.180,0.127,-9.446,1.334,-10.780,tres
0.091,0.067,-12.493,-0.123,-12.370,tres
0.132,0.091,3.442,-2.903,6.345,tres
0.179,0.125,-4.959,8.008,-12.967,tres
0.160,0.116,-17.499,-7.178,-10.322,tres
0.159,0.114,-16.626,-2.937,-13.689,tres
0.127,0.088,7.621,-2.285,9.906,tres
0.077,0.053,-5.331,2.440,-7.771,tres
0.119,0.088,-13.432,0.915,-14.347,tres
0.190,0.134,-15.251,-7.521,-7.729,tres
0.182,0.126,-9.498,-8.238,-1.261,tres
0.212,0.146,-13.591,-6.359,-7.232,tres
0.097,0.068,-3.515,-7.068,3.554,tres
0.145,0.104,-6.503,-8.323,1.820,tres
0.192,0.133,-16.262,-8.027,-8.235,tres
0.174,0.125,-16.326,-1.457,-14.869,tres
0.100,0.065,-6.096,-1.460,-4.636,tres
0.216,0.149,-13.715,-10.071,-3.645,tres
0.160,0.113,-2.814,-7.323,4.509,tres
0.183,0.130,-12.089,-12.073,-0.016,tres
0.093,0.067,-5.197,5.169,-10.366,tres
0.197,0.137,-2.650,-8.599,5.948,tres
0.227,0.151,-8.641,-4.712,-3.929,tres
0.180,0.128,-3.756,0.569,-4.325,tres
0.111,0.078,-7.934,-1.280,-6.654,tres
0.189,0.131,-12.892,-8.808,-4.084,tres
0.175,0.123,-12.283,-10.189,-2.094,tres
0.171,0.121,-18.053,-6.917,-11.136,tres
0.126,0.091,-9.309,-11.373,2.064,tres
0.096,0.075,-7.903,-0.176,-7.727,tres
0.144,0.104,-9.284,-0.838,-8.446,tres
0.167,0.118,5.247,-8.234,13.481,tres
0.164,0.114,4.317,-8.613,12.929,tres
0.143,0.106,-10.366,-4.271,-6.095,tres
0.153,0.115,-9.065,-11.260,2.195,tres
0.142,0.100,-6.959,-6.522,-0.437,tres
0.150,0.109,-7.093,-4.970,-2.122,tres
0.101,0.072,-2.633,-3.792,1.159,tres
0.090,0.066,-11.108,-2.536,-8.572,tres
0.134,0.097,-9.139,-11.242,2.103,tres
0.143,0.103,-5.753,-7.477,1.725,tres
0.069,0.052,-11.785,-0.978,-10.807,tres
0.188,0.135,-7.077,-0.939,-6.138,tres
0.109,0.077,-17.801,-8.463,-9.338,tres
0.158,0.112,-6.142,-4.039,-2.102,tres
0.172,0.125,-15.400,-11.512,-3.888,tres
0.140,0.101,-11.158,-10.241,-0.917,tres
0.129,0.092,-4.404,-3.910,-0.494,tres
0.133,0.095,-12.921,-10.842,-2.080,tres
0.150,0.104,0.716,-0.055,0.771,tres
0.176,0.128,-8.657,-5.067,-3.590,tres
0.150,0.100,-7.092,-7.137,0.045,tres
0.092,0.065,-10.320,-6.915,-3.405,tres
0.166,0.120,-7.115,-6.442,-0.674,tres
0.089,0.067,-8.002,-6.034,-1.968,tres
0.164,0.115,-4.664,-6.614,1.951,tres
0.127,0.092,-13.081,-9.323,-3.759,tres
0.204,0.138,-8.223,-6.904,-1.319,tres
0.144,0.104,-3.713,-5.165,1.452,tres
0.190,0.132,-8.265,-2.279,-5.986,tres
0.155,0.112,-6.887,-7.012,0.125,tres
0.157,0.112,-6.163,-8.438,2.274,tres
0.150,0.107,-12.688,-8.247,-4.441,tres
0.173,0.121,-1.711,-5.079,3.368,tres
0.070,0.048,-10.642,-4.122,-6.519,tres
0.134,0.099,-8.612,-3.858,-4.754,tres
0.128,0.093,-15.894,-1.715,-14.178,tres
0.150,0.107,-5.078,-12.365,7.287,tres
0.214,0.142,1.538,1.677,-0.139,tres
0.100,0.070,-6.089,3.409,-9.498,tres
0.127,0.088,-11.180,-2.861,-8.319,tres
0.239,0.161,-1.143,-2.468,1.325,tres
0.128,0.093,-7.322,-4.382,-2.941,tres
0.177,0.124,-7.974,-7.509,-0.465,tres
0.110,0.081,-2.329,-5.829,3.500,tres
0.162,0.117,-10.587,-2.482,-8.104,tres
0.143,0.102,-4.989,2.277,-7.265,tres
0.197,0.145,-18.546,-11.436,-7.110,tres
0.099,0.072,-3.722,5.102,-8.823,tres
0.177,0.127,-15.775,-5.607,-10.168,tres
0.189,0.133,-12.992,-15.399,2.406,tres
0.182,0.127,-10.770,-5.046,-5.723,tres
0.138,0.102,-11.783,-7.422,-4.360,tres
0.191,0.133,-20.995,-13.035,-7.960,tres
0.151,0.110,-6.868,-14.734,7.866,tres
0.143,0.102,-5.047,-10.799,5.752,tres
0.119,0.087,-0.261,-8.052,7.791,tres
0.155,0.112,-7.928,-12.152,4.224,tres
0.178,0.125,-6.989,-14.739,7.750,tres
0.152,0.111,-6.472,-13.901,7.428,tres
0.139,0.101,-8.842,-14.633,5.791,tres
0.167,0.120,-15.005,-13.482,-1.523,tres
0.156,0.111,-13.508,-6.250,-7.259,tres
0.085,0.064,-11.085,-4.969,-6.116,tres
0.066,0.041,-3.935,-4.564,0.628,tres
0.150,0.107,-10.100,-12.704,2.604,tres
0.111,0.080,-12.720,-8.231,-4.489,tres
0.151,0.110,-16.030,-8.051,-7.979,tres
0.077,0.054,-3.396,3.034,-6.430,tres
0.111,0.083,-10.567,-5.282,-5.286,tres
0.144,0.104,0.208,-6.724,6.933,tres
0.149,0.108,-11.974,-13.968,1.994,tres
0.087,0.061,-10.691,-7.608,-3.083,tres
0.157,0.116,-9.753,-11.012,1.259,tres
0.161,0.111,-4.985,-3.176,-1.809,tres
0.135,0.099,-8.751,-5.813,-2.938,tres
0.182,0.128,-12.899,-8.933,-3.965,tres
0.174,0.124,13.594,-1.465,15.059,tres
0.147,0.107,-5.474,-4.138,-1.336,tres
0.156,0.112,20.110,5.314,14.797,tres
0.095,0.070,-12.297,-5.667,-6.631,tres
0.095,0.070,-13.479,-3.651,-9.828,tres
0.165,0.112,13.352,4.509,8.843,tres
0.068,0.048,-6.834,-3.347,-3.487,tres
0.186,0.129,6.097,-3.392,9.489,tres
0.190,0.133,11.842,-1.864,13.706,tres
0.134,0.095,2.059,2.520,-0.461,tres
0.115,0.082,0.652,-2.899,3.550,tres
0.125,0.084,-1.931,-6.157,4.226,tres
0.094,0.067,-6.182,-7.198,1.016,tres
0.157,0.110,-3.057,-6.203,3.146,tres
0.186,0.133,7.726,-1.881,9.607,tres
0.197,0.135,11.310,3.393,7.917,tres
0.156,0.110,9.020,4.069,4.951,tres
0.209,0.140,7.157,2.092,5.066,tres
0.094,0.066,-11.814,-7.891,-3.923,tres
0.115,0.085,-11.390,-5.058,-6.331,tres
0.147,0.105,-11.814,-5.319,-6.495,tres
0.111,0.077,-2.219,-5.185,2.966,tres
0.185,0.131,-8.614,-4.736,-3.878,tres
0.116,0.084,-7.371,-6.717,-0.653,tres
0.122,0.086,-8.731,-10.149,1.419,tres
0.105,0.075,-15.006,-2.285,-12.720,tres
0.085,0.056,-6.954,-9.172,2.218,tres
0.143,0.097,-5.809,-6.609,0.800,tres
0.136,0.097,-8.759,-11.339,2.581,tres
0.084,0.060,-1.553,-0.514,-1.038,tres
0.072,0.051,-0.766,3.646,-4.412,tres
0.195,0.144,-14.814,-2.953,-11.862,tres
0.160,0.112,-15.003,-6.541,-8.462,tres
0.126,0.090,-4.525,-10.732,6.207,tres
0.150,0.105,-12.363,-8.125,-4.238,tres
0.227,0.153,1.885,3.285,-1.400,tres
0.152,0.107,-10.705,-5.991,-4.714,tres
0.146,0.106,-15.997,-8.768,-7.229,tres
0.197,0.134,1.974,-9.626,11.600,tres
0.092,0.061,-8.669,-2.270,-6.399,tres
0.141,0.104,-7.347,-10.356,3.009,tres
0.140,0.098,-7.914,-4.757,-3.157,tres
0.110,0.081,-9.147,1.308,-10.455,tres
0.144,0.099,-9.607,-12.249,2.642,tres
0.140,0.095,1.331,-6.350,7.680,tres
0.122,0.089,-14.021,-10.474,-3.547,tres
0.160,0.111,-6.305,-11.816,5.511,tres
0.154,0.109,-9.995,-10.281,0.287,tres
0.170,0.117,-12.438,-12.082,-0.356,tres
0.106,0.077,-1.427,-4.449,3.022,tres
0.184,0.128,-9.409,-9.562,0.153,tres
0.069,0.049,-9.047,-0.497,-8.549,tres
0.147,0.104,-13.134,-10.062,-3.071,tres
0.223,0.148,-9.228,-9.990,0.762,tres
0.193,0.137,-8.375,-5.232,-3.143,tres
0.106,0.078,-9.979,0.461,-10.440,tres
0.210,0.142,-2.169,-7.616,5.447,tres
0.130,0.093,-3.946,-5.951,2.004,tres
0.136,0.096,-13.116,-11.244,-1.872,tres
0.133,0.090,-0.710,-2.125,1.414,tres
0.119,0.080,-7.059,-5.867,-1.193,tres
0.144,0.098,9.159,-0.924,10.083,tres
0.201,0.135,-6.087,-8.137,2.050,tres
0.176,0.123,12.526,-5.465,17.991,tres
0.177,0.125,8.358,-5.278,13.635,tres
0.136,0.097,-2.857,-2.929,0.072,tres
0.158,0.112,-8.692,1.598,-10.290,tres
0.195,0.133,-4.209,-9.054,4.845,tres
0.096,0.066,-8.499,-6.597,-1.903,tres
0.082,0.061,-2.463,-2.622,0.158,tres
0.064,0.046,-10.080,-2.566,-7.513,tres
0.219,0.145,2.464,-5.798,8.262,tres
0.137,0.104,-8.131,-10.601,2.470,tres
0.230,0.155,-4.294,-9.800,5.507,tres
0.182,0.126,-6.274,-4.305,-1.969,tres
0.230,0.153,-5.024,-0.856,-4.168,tres
0.165,0.120,-11.632,-3.920,-7.713,tres
0.253,0.161,11.781,-4.105,15.886,tres
0.186,0.131,-7.000,-6.960,-0.039,tres
0.105,0.077,-11.491,-2.083,-9.409,tres
0.108,0.079,-7.962,-8.630,0.668,tres
0.108,0.078,-10.999,-9.231,-1.767,tres
0.102,0.075,-9.161,-6.988,-2.173,tres
0.101,0.072,-7.314,-5.330,-1.984,tres
0.137,0.098,-5.912,-7.417,1.504,tres
0.087,0.060,1.248,-5.706,6.955,tres
0.103,0.073,-12.425,-5.496,-6.929,tres
0.117,0.089,-12.349,4.314,-16.663,tres
0.108,0.078,-14.302,-8.077,-6.225,tres
0.111,0.080,-16.234,-4.004,-12.230,tres
0.155,0.110,-11.946,-9.052,-2.894,tres
0.101,0.074,-8.738,-8.813,0.074,tres
0.123,0.091,-13.582,-9.767,-3.816,tres
0.113,0.081,-8.636,-8.227,-0.409,tres
0.115,0.083,-13.923,-9.099,-4.824,tres
0.101,0.074,-5.641,-6.646,1.004,tres
0.075,0.056,-6.680,1.612,-8.292,tres
0.086,0.064,-11.657,-4.794,-6.862,tres
0.114,0.083,-8.505,-11.382,2.877,tres
0.114,0.081,-10.243,-11.216,0.973,tres
0.155,0.105,10.110,-3.891,14.001,tres
0.138,0.098,-7.834,1.282,-9.116,tres
0.081,0.056,-8.649,-2.824,-5.825,tres
0.088,0.065,-12.230,-7.562,-4.669,tres
0.147,0.101,-6.083,-9.538,3.455,tres
0.134,0.094,0.065,-0.340,0.406,tres
0.176,0.126,-13.496,-10.863,-2.633,tres
0.203,0.142,-11.412,-7.115,-4.297,tres
0.140,0.098,-9.853,-12.343,2.490,tres
0.201,0.141,-5.953,-9.472,3.519,tres
0.164,0.119,-12.008,-9.268,-2.740,tres
0.211,0.144,-7.228,-12.481,5.252,tres
0.188,0.134,-12.423,-6.258,-6.165,tres
0.156,0.108,-16.717,-8.701,-8.016,tres
0.103,0.077,-12.031,-4.861,-7.170,tres
0.202,0.140,-1.919,-11.113,9.193,tres
0.190,0.130,-15.820,-11.342,-4.478,tres
0.144,0.104,-4.289,-6.081,1.791,tres
0.105,0.080,-7.658,-2.709,-4.949,tres
0.214,0.144,-9.626,-16.186,6.561,tres
0.150,0.107,-1.669,-3.658,1.989,tres
0.147,0.108,-6.055,-2.560,-3.494,tres
0.131,0.092,2.177,-0.793,2.971,tres
0.142,0.105,-11.729,-2.444,-9.285,tres
0.109,0.081,-11.749,-4.297,-7.452,tres
0.136,0.096,-11.160,-9.736,-1.425,tres
0.118,0.084,-9.094,-3.252,-5.842,tres
0.117,0.081,-4.944,-7.661,2.717,tres
0.167,0.122,-6.965,-8.879,1.914,tres
0.119,0.085,-4.510,-3.608,-0.903,tres
0.066,0.048,-11.130,-4.065,-7.065,tres
0.167,0.118,-4.080,0.889,-4.969,tres
0.183,0.128,-13.822,-14.521,0.699,tres
0.154,0.112,-11.688,-5.944,-5.744,tres
0.137,0.098,-13.263,-7.795,-5.468,tres
0.104,0.074,-12.362,-10.528,-1.834,tres
0.154,0.108,-3.806,-8.944,5.139,tres
0.088,0.063,-13.203,-5.746,-7.458,tres
0.151,0.104,-13.359,-6.597,-6.762,tres
0.181,0.123,-6.262,-9.823,3.561,tres
0.157,0.109,-6.302,-9.396,3.093,tres
0.188,0.124,-5.643,-6.740,1.097,tres
0.145,0.098,-1.531,-2.595,1.063,tres
0.143,0.104,-14.572,-4.285,-10.287,tres
0.106,0.075,-3.098,-3.096,-0.003,tres
0.119,0.081,-7.820,-3.362,-4.458,tres
0.094,0.068,-8.152,-2.552,-5.600,tres
0.141,0.097,-8.344,-2.016,-6.329,tres
0.150,0.101,0.503,-4.381,4.884,tres
